Fold,Accuracy,F1,ROC_AUC
1.0,0.6379310344827587,0.6255996691480563,0.9035913100057837
2.0,0.8103448275862069,0.7635165019065947,0.9429095688631386
3.0,0.7586206896551724,0.7968662232076865,0.9469699747874805
4.0,0.7931034482758621,0.8153679653679654,0.9237486100828999
5.0,0.7586206896551724,0.738121634463098,0.9334666290739404
3.0,0.7517241379310345,0.7478943988186801,0.9301372185626485
