Fold,MAE,RMSE,R2
1.0,1614.0379263798293,4933.56103781352,0.0396131332788231
2.0,1478.0437498145607,3653.257788837445,0.08770426207851845
3.0,1058.7013514634825,1382.8163420571477,-0.5730396055609246
4.0,999.8744476508215,1330.637299504781,-0.3643286874578455
5.0,887.9202023900648,1115.455124426798,-1.8388928790588417
3.0,1207.7155355397517,2483.1455185279383,-0.5297887553440541
