Fold,Accuracy,F1,ROC_AUC
1.0,0.26666666666666666,0.18333333333333335,0.6710292022792023
2.0,0.7333333333333333,0.7428571428571429,0.8588789682539684
3.0,0.7333333333333333,0.5446428571428571,0.8495670995670995
4.0,0.7142857142857143,0.7484848484848485,0.9583333333333334
5.0,0.7857142857142857,0.7724358974358974,0.9423611111111111
3.0,0.6466666666666667,0.5983508158508158,0.856033942908943
