Fold,MAE,RMSE,R2
1.0,1588.0117333893709,4940.784991452538,0.036798586355035745
2.0,1432.988803211019,3655.1782116461236,0.08674486959464378
3.0,1041.0462179829342,1355.256005535686,-0.5109612668814694
4.0,988.567979408021,1327.9725705898593,-0.35886976064249887
5.0,850.2919449391931,1061.90968324369,-1.5728825502861579
3.0,1180.1813357861076,2468.2202924935796,-0.46383402437208937
